category,new_path,imagekit_url,used_in,action,note
vip,ui/vip/30.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/8c45b901-1807-4eb2-8d60-66b5a8b4f22d.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/31.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/eb64a0ba-4ee1-4e1e-8147-12c335529474.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/32.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/3e7b77a3-1ebf-4ca9-9099-f3a25c4e2522.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/33.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/d2cba07a-e01f-4636-8695-105d68492316.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/34.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/bf5407bb-45d5-491b-9ba9-c8f18d0db49c.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/35.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/fcfc7c26-0be4-4f08-b484-51644ce0235b.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/36.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/18d9f6e0-57eb-483f-913b-4cef2d062853.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/37.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/81423c38-af50-4aab-aa0d-d3c389876191.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/38.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/9a061855-2795-45b3-b3a8-32b237d07def.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/39.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/949f7f5d-cbb8-4f32-aebf-738e3c89f1c9.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/40.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/8f262c5a-b2df-4bb9-a9b9-186fb8fcb066.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/41.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/28fd9140-7172-48ce-8172-4bc0efeaab26.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/42.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/85a9a1ea-c9a1-4c9a-b1ff-2f9dcbe2cc51.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/43.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/08173b03-2b76-4fce-ad74-787e9452d165.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/44.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/73b9210c-6cb4-4551-b45e-ae8cf66996e3.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/45.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/68b91b29-cac8-4895-805d-e8d2fed83986.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/46.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/f0689f9a-3aae-4e3a-a26a-0152e37787e8.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/47.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/73972439-0db5-47e6-9b84-b0ddf392fc9b.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/48.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/406edfe8-9ecc-4e1e-9d30-49f03d657ca4.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/49.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/e090fa8b-f145-4fa1-a3c5-7c68fb4a0fd4.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
vip,ui/vip/50.webp,https://ik.imagekit.io/rbok01qam/VIP%20LEVEL%20img/c04a5850-3b58-438c-ba03-1b99c2a59eeb.png?tr=f-auto,PromotionsPage.vue (VIP tier badge),convert-to-webp,
avatar,ui/avatar/1.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/b8a2f5c9-7574-412c-a057-172ac9d1e640.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/2.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/baff936b-edd2-46e9-b395-d691af92aca5.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/3.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/3171b481-26a1-4503-aa19-63acc6c89618.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/4.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/665389a4-01d5-4b70-a451-355244a2d03f.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/5.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/d3b603ce-d092-4cfb-9456-fe6ad6fae24b.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/6.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/45afb939-e53a-4a93-bda0-59e186268be1.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/7.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/2dfcec40-17c8-430d-8f67-6ecdcfb52d0e.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/8.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/86990cae-637f-4af0-bd8a-990acbb53ce7.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/9.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/8741cb28-1221-40f3-9201-d5995b1c2f40.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/10.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/8cfcd2fe-a061-4b39-9103-8a099e58c600.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/11.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/87578a69-c7e6-4b5b-945a-a953c0edb828.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/12.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/864813bd-fd7f-44b1-88f1-97333e077044.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/13.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/786b175d-f5f5-4115-9523-0684d872725f.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/14.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/51c46fea-78cd-4556-9e4f-ee022be7f89c.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/15.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/2efd6c8b-b189-4a38-bdaf-cc145d126227.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/16.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/9e64975f-75f3-4443-9c80-2daf2b30b48e.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/17.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/b17e1315-4ef0-4a09-a3f9-f042fcfe8a8c.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/18.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/6fb538a9-0ef0-4692-a801-8110031721c9.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/19.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/1ea77014-b7bc-41d5-b361-0d316ef0e09c.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/20.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/9732226e-406c-4316-aabf-6f381957fa62.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/21.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/050c9fd3-5a54-42ed-a13c-58a75a9b1930.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/22.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/2b6e926e-a975-4bd9-b8ed-b51aa89c7ceb.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/23.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/673e14f6-1664-420f-9ccf-e939e4a47902.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/24.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/183c069c-e24c-4d4a-9398-fb7100fd43d0.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/25.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/e895fe09-fe1d-4710-a36e-74dde41f8d93.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/26.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/52af147f-fabc-4928-b59d-7dc09968d14f.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/27.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/a43d09ea-c655-4902-b54c-4da5b4b5ee5e.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/28.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/75c9c94d-2e5f-465c-903f-d4bf301901c6.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/29.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/2cac91b9-b64a-4462-bf55-46938bec2698.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/30.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/452eaaf7-f333-483b-bc50-8977b1e5eaaa.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/31.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/b348ae8a-2302-45c1-88a0-371d1157dad6.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/32.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/e80ce256-fc16-411f-b2aa-fce93572151b.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/33.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/2d1bc982-a1e2-40b3-9f89-f1649b5e032a.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/34.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/af0f98c0-9e4e-4fb6-8ca4-d1f46e0c7fa8.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/35.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/a3b9960e-c271-44b6-b1c0-2106632ffd21.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/36.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/67a222de-be4b-4f1f-8424-25ba3dfff02c.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/37.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/e395f861-d4f2-478a-833d-dc224cf1aa86.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/38.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/ba02cc06-882d-4213-b6e3-d90c58fafcea.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/39.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/c5c3fdce-6912-4418-8947-355c2feb704b.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
avatar,ui/avatar/40.webp,https://ik.imagekit.io/rbok01qam/Avatar%20Img/fea609f6-6f52-45f1-9db9-fa0482f61d3b.png?tr=f-auto,AccountPage.vue (avatar picker),convert-to-webp,
agent,ui/agent/avatar-0.webp,https://ik.imagekit.io/rbok01qam/Agent%20avatar%20img/avt0.dd0fe52d.png?tr=f-auto,ReferralPage.vue (agent avatar picker),convert-to-webp,
agent,ui/agent/avatar-1.webp,https://ik.imagekit.io/rbok01qam/Agent%20avatar%20img/avt1.3b182abb.png?tr=f-auto,ReferralPage.vue (agent avatar picker),convert-to-webp,
agent,ui/agent/avatar-2.webp,https://ik.imagekit.io/rbok01qam/Agent%20avatar%20img/avt2.9b11cc3a.png?tr=f-auto,ReferralPage.vue (agent avatar picker),convert-to-webp,
agent,ui/agent/avatar-3.webp,https://ik.imagekit.io/rbok01qam/Agent%20avatar%20img/avt3.4dd4d61a.png?tr=f-auto,ReferralPage.vue (agent avatar picker),convert-to-webp,
agent,ui/agent/avatar-4.webp,https://ik.imagekit.io/rbok01qam/Agent%20avatar%20img/avt4.e51f6a6a.png?tr=f-auto,ReferralPage.vue (agent avatar picker),convert-to-webp,
provider,ui/provider/pp-logo.webp,https://ik.imagekit.io/tdpebgueq/Home%20Page%20_icons_linces%20logo/a04d3bed-f475-42eb-9f35-4f9802068315.png?tr=f-auto,ProviderGamePanel/CategoryGamePanel/AccountPage/HomePage (PP logo),convert-to-webp,
provider,ui/provider/jili-logo.webp,https://ik.imagekit.io/tdpebgueq/Home%20Page%20_icons_linces%20logo/40_N_JILI_LOGO.avif?tr=f-auto,ProviderGamePanel/CategoryGamePanel/AccountPage/HomePage (JILI logo),"convert-to-webp (avif->webp, unconfirmed - see note)","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
provider,ui/provider/jdb-logo.webp,https://ik.imagekit.io/tdpebgueq/Home%20Page%20_icons_linces%20logo/f519ade7-dd80-4235-a650-3d8744d5795c.png?tr=f-auto,ProviderGamePanel/CategoryGamePanel/AccountPage/HomePage (JDB logo),convert-to-webp,
provider,ui/provider/pg-logo.webp,https://ik.imagekit.io/tdpebgueq/Home%20Page%20_icons_linces%20logo/3b38cced-f446-4727-ab37-879557be37cb.png?tr=f-auto,ProviderGamePanel/CategoryGamePanel/AccountPage/HomePage (PG logo),convert-to-webp,
provider,ui/provider/license-uk-gambling-commission.webp,https://ik.imagekit.io/tdpebgueq/Home%20Page%20_icons_linces%20logo/a1cf5bf7-e61c-4590-843e-5d5c4d3d90de.png?tr=f-auto,HomePage.vue:1096 (licenseLogos footer strip) -- RESOLVED via visual check: UK Gambling Commission license badge,convert-to-webp,
category,ui/category/popular.webp,https://ik.imagekit.io/tdpebgueq/Provider%20label%20icons%20/Screenshot_2026-06-04-01-02-41-326_mark.via.gp_1780514832069edit.jpg?tr=f-auto,HomePage.vue / ProviderGamePanel.vue (category filter icon),convert-to-webp,
category,ui/category/slot.webp,https://ik.imagekit.io/tdpebgueq/Provider%20label%20icons%20/Screenshot_2026-06-04-01-02-48-594_mark.via.gp_1780511877479edit.jpg?tr=f-auto,HomePage.vue / ProviderGamePanel.vue (category filter icon),convert-to-webp,
category,ui/category/fish.webp,https://ik.imagekit.io/tdpebgueq/Provider%20label%20icons%20/Screenshot_2026-06-04-01-02-57-533_mark.via.gp_1780511863896edit.jpg?tr=f-auto,HomePage.vue / ProviderGamePanel.vue (category filter icon),convert-to-webp,
category,ui/category/live.webp,https://ik.imagekit.io/tdpebgueq/Provider%20label%20icons%20/Screenshot_2026-06-04-01-03-25-338_mark.via.gp_1780511848574edit.jpg?tr=f-auto,HomePage.vue / ProviderGamePanel.vue (category filter icon),convert-to-webp,
category,ui/category/arcade.webp,https://ik.imagekit.io/rbok01qam/Cactheory%20imag/6852101165dd4643a1ec3adee41f5913.jpg?tr=f-auto,HomePage.vue / ProviderGamePanel.vue (category filter icon),convert-to-webp,
category,ui/category/favorite.webp,https://ik.imagekit.io/rbok01qam/Cactheory%20imag/Screenshot_2026-06-04-01-04-03-664_mark.via.gp_1780514801506edit.jpg?tr=f-auto,HomePage.vue / ProviderGamePanel.vue (category filter icon),convert-to-webp,
payment,ui/payment/kbzpay-icon.webp,https://ik.imagekit.io/0xfxtkccz/Uab/f9ee263c-024a-4e2e-9d5b-6f5918aeb8a6.jpg?tr=f-auto,DepositModal.vue / WithdrawModal.vue / useSettings.js,convert-to-webp,
payment,ui/payment/wavepay-icon.webp,https://ik.imagekit.io/0xfxtkccz/Uab/7ff494f1-3a7c-4583-82a7-3bfca145e852.jpg?tr=f-auto,DepositModal.vue / WithdrawModal.vue / useSettings.js,convert-to-webp,
payment,ui/payment/uabpay-icon.webp,https://ik.imagekit.io/0xfxtkccz/Uab/1781076796857.png?tr=f-auto,DepositModal.vue / WithdrawModal.vue / useSettings.js,convert-to-webp,
payment,ui/payment/usdt-icon.webp,https://ik.imagekit.io/tdpebgueq/Payment%20Method%20/61e20ad43bafe0ca2b7ada87f1792a4c.jpg?tr=f-auto,DepositModal.vue / WithdrawModal.vue / useSettings.js,convert-to-webp,
fab,ui/fab/action-icon.webp,https://ik.imagekit.io/0xfxtkccz/Uab/2062000831807586305.avif?tr=f-auto,HomePage.vue (floating action buttons),"FIXED: original .avif source was animated (16-30 frames) but first migration flattened it to static webp. Re-converted from raw animated .avif to animated .webp, downscaled 220-240px -> 120px (adequate for 56px CSS display size).","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
fab,ui/fab/wheel-icon.webp,https://ik.imagekit.io/0xfxtkccz/Uab/marketing_medium_dx_2_15.avif?tr=f-auto,HomePage.vue (floating action buttons),"FIXED: original .avif source was animated (16-30 frames) but first migration flattened it to static webp. Re-converted from raw animated .avif to animated .webp, downscaled 220-240px -> 120px (adequate for 56px CSS display size).","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
fab,ui/fab/support-icon.webp,https://ik.imagekit.io/0xfxtkccz/Uab/marketing_medium_dx_1_09.avif?tr=f-auto,HomePage.vue (floating action buttons),"FIXED: original .avif source was animated (16-30 frames) but first migration flattened it to static webp. Re-converted from raw animated .avif to animated .webp, downscaled 220-240px -> 120px (adequate for 56px CSS display size).","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
fab,ui/fab/deposit-icon.webp,https://ik.imagekit.io/0xfxtkccz/Uab/2028706161105256449.avif?tr=f-auto,HomePage.vue (floating action buttons),"FIXED: original .avif source was animated (16-30 frames) but first migration flattened it to static webp. Re-converted from raw animated .avif to animated .webp, downscaled 220-240px -> 120px (adequate for 56px CSS display size).","source is .avif, not covered by original png/jpg rule - defaulting to convert-to-webp for consistency, flag if wrong"
banner,ui/banner/banner-1.webp,https://ik.imagekit.io/0xfxtkccz/Uab/1781087771311.png?tr=f-webp,HomePage.vue (bannerImages carousel),convert-to-webp,
banner,ui/banner/banner-2.webp,https://ik.imagekit.io/0xfxtkccz/Uab/1781161712719.png?tr=f-webp,HomePage.vue (bannerImages carousel),convert-to-webp,
banner,ui/banner/banner-3.webp,https://ik.imagekit.io/0xfxtkccz/Uab/1781161952144.png?tr=f-webp,HomePage.vue (bannerImages carousel),convert-to-webp,
social,ui/social/twitter-icon.webp,https://ik.imagekit.io/tdpebgueq/Home%20Page%20_icons_linces%20logo/3fc3a900-77b6-4add-a07d-a0b8e0ba1ed0.png?tr=f-auto,HomePage.vue footer (Twitter),convert-to-webp,
social,ui/social/instagram-icon.webp,https://ik.imagekit.io/tdpebgueq/Home%20Page%20_icons_linces%20logo/bfc75684-3579-4552-a01e-2923af43a942.png?tr=f-auto,HomePage.vue footer (Instagram),convert-to-webp,
social,ui/social/viber-icon.webp,https://ik.imagekit.io/tdpebgueq/Agent_Tap_icons/89dc6e632241379c113adf1bb70ecdb3.jpg?tr=f-auto,"HomePage.vue footer (alt=Viber, CORRECT) -- RESOLVED via visual check: this is the Viber logo. AccountPage.vue reuses the same file but labels it alt=WA (WhatsApp) -- that's a mislabel in the app code, not an asset problem. Flagged separately, not fixed here.",convert-to-webp,
